AGIC SortID,Taxable Year,AGIC,County,All Returns,All Joint Returns,All Taxable Returns,Dependents On Returns,Adjusted Gross Income,Tax Assessed
11,2002,"27,000 to 29,999",Glenn,419,211,217,418,"11,940,000","89,000"
12,2002,"30,000 to 34,999",Glenn,635,378,375,647,"20,577,000","169,000"
13,2002,"35,000 to 39,999",Glenn,516,318,340,549,"19,351,000","203,000"
14,2002,"40,000 to 49,999",Glenn,789,564,630,996,"35,150,000","433,000"
15,2002,"50,000 to 59,999",Glenn,530,430,511,551,"29,039,000","553,000"
16,2002,"60,000 to 69,999",Glenn,409,359,403,424,"26,295,000","611,000"
17,2002,"70,000 to 79,999",Glenn,265,239,261,287,"19,800,000","551,000"
18,2002,"80,000 to 89,999",Glenn,190,175,190,204,"16,108,000","543,000"
19,2002,"90,000 to 99,999",Glenn,149,135,149,183,"14,069,000","545,000"
20,2002,"100,000 to 149,999",Glenn,234,209,234,240,"27,356,000","1,327,000"
21,2002,"150,000 to 199,999",Glenn,69,65,68,80,"11,710,000","678,000"
22,2002,"200,000 to 299,999",Glenn,28,25,28,13,"6,715,000","459,000"
23,2002,"300,000 to 399,999",Glenn,11,10,11,11,"3,981,000","313,000"
24,2002,"400,000 to 499,999",Glenn,,,,,"3,541,000","289,000"
25,2002,"500,000 to 999,999",Glenn,,,,,"1,934,000","155,000"
26,2002,"1,000,000 and over",Glenn,,,,,"7,084,000","433,000"
1,2002,Zero and Deficit,Humboldt,600,150,20,169,"-11,363,000","5,000"
2,2002,"1 to 2,999",Humboldt,2220,261,170,430,"3,272,000","3,000"
3,2002,"3,000 to 5,999",Humboldt,2594,237,630,471,"11,799,000","11,000"
4,2002,"6,000 to 8,999",Humboldt,3060,334,460,787,"22,927,000","20,000"
5,2002,"9,000 to 11,999",Humboldt,3109,426,770,919,"32,672,000","34,000"
6,2002,"12,000 to 14,999",Humboldt,3023,548,1407,1048,"40,869,000","78,000"
7,2002,"15,000 to 17,999",Humboldt,3017,652,1671,1303,"49,816,000","161,000"
8,2002,"18,000 to 20,999",Humboldt,2736,699,1506,1312,"53,364,000","279,000"
9,2002,"21,000 to 23,999",Humboldt,2431,797,1340,1242,"54,623,000","358,000"
10,2002,"24,000 to 26,999",Humboldt,2181,773,1274,1130,"55,558,000","448,000"
11,2002,"27,000 to 29,999",Humboldt,2031,783,1338,1180,"57,877,000","591,000"
12,2002,"30,000 to 34,999",Humboldt,3031,1347,2137,1854,"98,100,000","1,126,000"
13,2002,"35,000 to 39,999",Humboldt,2441,1253,1908,1679,"91,339,000","1,224,000"
14,2002,"40,000 to 49,999",Humboldt,4057,2524,3598,3186,"181,523,000","2,885,000"
15,2002,"50,000 to 59,999",Humboldt,3051,2187,2936,2441,"166,992,000","3,467,000"
16,2002,"60,000 to 69,999",Humboldt,2232,1801,2188,2060,"144,482,000","3,499,000"
17,2002,"70,000 to 79,999",Humboldt,1581,1340,1569,1385,"118,077,000","3,429,000"
18,2002,"80,000 to 89,999",Humboldt,1176,1036,1166,1030,"99,583,000","3,333,000"
19,2002,"90,000 to 99,999",Humboldt,754,680,749,690,"71,517,000","2,694,000"
20,2002,"100,000 to 149,999",Humboldt,1401,1242,1398,1211,"165,274,000","7,812,000"
21,2002,"150,000 to 199,999",Humboldt,412,345,409,372,"70,558,000","4,103,000"
22,2002,"200,000 to 299,999",Humboldt,262,221,260,218,"62,351,000","4,162,000"
23,2002,"300,000 to 399,999",Humboldt,97,80,96,79,"33,188,000","2,537,000"
24,2002,"400,000 to 499,999",Humboldt,49,41,48,40,"21,959,000","1,678,000"
25,2002,"500,000 to 999,999",Humboldt,48,37,48,,"29,966,000","2,447,000"
26,2002,"1,000,000 and over",Humboldt,20,14,20,,"37,126,000","3,063,000"
1,2002,Zero and Deficit,Imperial,205,81,,80,"-14,689,000",0
2,2002,"1 to 2,999",Imperial,2268,362,68,1075,"3,715,000","2,000"
3,2002,"3,000 to 5,999",Imperial,3716,779,560,2399,"16,930,000","11,000"
4,2002,"6,000 to 8,999",Imperial,4071,1143,321,3312,"30,516,000","16,000"
5,2002,"9,000 to 11,999",Imperial,3748,1262,706,3743,"39,153,000","26,000"
6,2002,"12,000 to 14,999",Imperial,3728,1348,1004,4021,"50,365,000","70,000"
7,2002,"15,000 to 17,999",Imperial,3438,1415,914,4029,"56,644,000","105,000"
8,2002,"18,000 to 20,999",Imperial,2955,1371,782,3757,"57,515,000","149,000"
9,2002,"21,000 to 23,999",Imperial,2641,1339,778,3599,"59,347,000","196,000"
10,2002,"24,000 to 26,999",Imperial,2196,1177,690,3027,"55,878,000","231,000"
11,2002,"27,000 to 29,999",Imperial,1852,1053,643,2747,"52,675,000","257,000"
12,2002,"30,000 to 34,999",Imperial,2649,1490,1182,3886,"85,754,000","585,000"
13,2002,"35,000 to 39,999",Imperial,2187,1316,1182,3249,"81,844,000","698,000"
14,2002,"40,000 to 49,999",Imperial,3342,2123,2480,4938,"149,065,000","1,790,000"
15,2002,"50,000 to 59,999",Imperial,2614,1801,2416,3855,"142,984,000","2,488,000"
16,2002,"60,000 to 69,999",Imperial,1876,1370,1827,2927,"121,427,000","2,739,000"
17,2002,"70,000 to 79,999",Imperial,1394,1151,1380,2033,"103,948,000","2,729,000"
18,2002,"80,000 to 89,999",Imperial,981,848,976,1390,"83,197,000","2,603,000"
19,2002,"90,000 to 99,999",Imperial,684,611,683,1028,"64,747,000","2,295,000"
20,2002,"100,000 to 149,999",Imperial,1428,1320,1424,2050,"167,448,000","7,423,000"
21,2002,"150,000 to 199,999",Imperial,281,261,280,355,"47,694,000","2,693,000"
22,2002,"200,000 to 299,999",Imperial,137,122,137,173,"32,571,000","2,174,000"
23,2002,"300,000 to 399,999",Imperial,65,55,64,57,"22,152,000","1,614,000"
24,2002,"400,000 to 499,999",Imperial,29,25,28,23,"13,185,000","994,000"
25,2002,"500,000 to 999,999",Imperial,57,50,56,54,"38,272,000","2,927,000"
26,2002,"1,000,000 and over",Imperial,25,21,,22,"46,404,000","3,049,000"
1,2002,Zero and Deficit,Inyo,96,29,,19,"-759,000",0
2,2002,"1 to 2,999",Inyo,402,38,31,81,"578,000",0
3,2002,"3,000 to 5,999",Inyo,457,42,172,97,"2,058,000","3,000"
4,2002,"6,000 to 8,999",Inyo,379,48,65,91,"2,841,000","3,000"
5,2002,"9,000 to 11,999",Inyo,438,61,91,170,"4,620,000","4,000"
6,2002,"12,000 to 14,999",Inyo,475,110,180,201,"6,418,000","10,000"
7,2002,"15,000 to 17,999",Inyo,452,115,216,236,"7,466,000","23,000"
8,2002,"18,000 to 20,999",Inyo,402,112,209,213,"7,826,000","38,000"
9,2002,"21,000 to 23,999",Inyo,382,133,207,193,"8,578,000","52,000"
10,2002,"24,000 to 26,999",Inyo,339,113,189,193,"8,627,000","68,000"
11,2002,"27,000 to 29,999",Inyo,301,127,164,204,"8,578,000","70,000"
12,2002,"30,000 to 34,999",Inyo,468,220,314,279,"15,214,000","160,000"
13,2002,"35,000 to 39,999",Inyo,412,225,318,261,"15,441,000","201,000"
14,2002,"40,000 to 49,999",Inyo,658,387,590,428,"29,476,000","521,000"
15,2002,"50,000 to 59,999",Inyo,535,350,511,372,"29,295,000","685,000"
16,2002,"60,000 to 69,999",Inyo,428,324,418,360,"27,767,000","697,000"
17,2002,"70,000 to 79,999",Inyo,356,308,353,316,"26,620,000","763,000"
18,2002,"80,000 to 89,999",Inyo,250,225,250,257,"21,242,000","705,000"
19,2002,"90,000 to 99,999",Inyo,197,175,197,169,"18,674,000","737,000"
20,2002,"100,000 to 149,999",Inyo,362,328,361,349,"42,339,000","1,961,000"
21,2002,"150,000 to 199,999",Inyo,69,62,69,48,"11,899,000","723,000"
22,2002,"200,000 to 299,999",Inyo,25,24,25,23,"5,912,000","391,000"
23,2002,"300,000 to 399,999",Inyo,14,10,14,10,"4,823,000","361,000"
24,2002,"400,000 to 499,999",Inyo,,,,,"1,389,000","111,000"
25,2002,"500,000 to 999,999",Inyo,,,,11,"5,218,000","376,000"
26,2002,"1,000,000 and over",Inyo,,,,,"8,607,000","332,000"
1,2002,Zero and Deficit,Kern,1687,666,26,610,"-136,213,000","4,000"
2,2002,"1 to 2,999",Kern,7564,929,421,2243,"11,772,000","5,000"
3,2002,"3,000 to 5,999",Kern,11218,1233,3008,4710,"51,113,000","52,000"
4,2002,"6,000 to 8,999",Kern,13698,1844,2094,8146,"103,194,000","93,000"
5,2002,"9,000 to 11,999",Kern,13973,2488,3083,10830,"146,771,000","144,000"
6,2002,"12,000 to 14,999",Kern,14424,3223,4871,11829,"194,960,000","309,000"
7,2002,"15,000 to 17,999",Kern,13403,3565,5011,11724,"220,814,000","513,000"
8,2002,"18,000 to 20,999",Kern,12172,3671,4623,11464,"236,821,000","837,000"
9,2002,"21,000 to 23,999",Kern,10693,3755,4179,10846,"240,296,000","1,057,000"
10,2002,"24,000 to 26,999",Kern,9551,3829,3872,10275,"243,368,000","1,254,000"
11,2002,"27,000 to 29,999",Kern,8664,3644,4069,9315,"246,478,000","1,627,000"
12,2002,"30,000 to 34,999",Kern,12712,6031,7007,13557,"412,125,000","3,400,000"
13,2002,"35,000 to 39,999",Kern,10840,5676,7011,11990,"406,166,000","4,095,000"
14,2002,"40,000 to 49,999",Kern,18255,10660,14554,20110,"817,348,000","11,184,000"
15,2002,"50,000 to 59,999",Kern,14399,9745,13239,16220,"789,234,000","14,228,000"
16,2002,"60,000 to 69,999",Kern,11198,8405,10909,12981,"725,500,000","16,348,000"
17,2002,"70,000 to 79,999",Kern,8665,7129,8558,10346,"648,064,000","17,034,000"
18,2002,"80,000 to 89,999",Kern,6329,5446,6295,7526,"536,106,000","16,435,000"
19,2002,"90,000 to 99,999",Kern,4744,4266,4731,5704,"449,464,000","15,412,000"
20,2002,"100,000 to 149,999",Kern,10047,9230,10019,11841,"1,193,901,000","52,297,000"
21,2002,"150,000 to 199,999",Kern,2181,1988,2171,2368,"369,935,000","20,826,000"
22,2002,"200,000 to 299,999",Kern,1164,1019,1158,1269,"277,772,000","18,091,000"
23,2002,"300,000 to 399,999",Kern,394,353,390,435,"135,486,000","9,984,000"
24,2002,"400,000 to 499,999",Kern,175,155,174,188,"78,079,000","6,109,000"
25,2002,"500,000 to 999,999",Kern,293,255,293,297,"198,489,000","16,285,000"
26,2002,"1,000,000 and over",Kern,140,113,139,117,"281,859,000","23,822,000"
1,2002,Zero and Deficit,Kings,292,143,,175,"-12,502,000","2,000"
2,2002,"1 to 2,999",Kings,1205,154,87,377,"1,942,000","1,000"
3,2002,"3,000 to 5,999",Kings,1915,168,534,837,"8,772,000","11,000"
4,2002,"6,000 to 8,999",Kings,2240,294,359,1387,"16,947,000","19,000"
5,2002,"9,000 to 11,999",Kings,2338,418,528,1949,"24,574,000","24,000"
6,2002,"12,000 to 14,999",Kings,2378,485,849,2052,"32,151,000","56,000"
7,2002,"15,000 to 17,999",Kings,2327,639,819,2283,"38,305,000","85,000"
8,2002,"18,000 to 20,999",Kings,2188,695,781,2274,"42,658,000","147,000"
9,2002,"21,000 to 23,999",Kings,2140,783,788,2377,"48,098,000","201,000"
10,2002,"24,000 to 26,999",Kings,1836,822,712,2111,"46,772,000","234,000"
11,2002,"27,000 to 29,999",Kings,1582,744,671,1980,"45,034,000","271,000"
12,2002,"30,000 to 34,999",Kings,2301,1190,1185,2740,"74,621,000","572,000"
13,2002,"35,000 to 39,999",Kings,1937,1096,1216,2278,"72,563,000","705,000"
14,2002,"40,000 to 49,999",Kings,2946,1928,2331,3639,"131,780,000","1,631,000"
15,2002,"50,000 to 59,999",Kings,2326,1701,2186,2827,"127,185,000","2,192,000"
16,2002,"60,000 to 69,999",Kings,1749,1379,1705,2106,"113,046,000","2,484,000"
17,2002,"70,000 to 79,999",Kings,1330,1151,1317,1641,"99,522,000","2,574,000"
18,2002,"80,000 to 89,999",Kings,841,760,837,1051,"71,120,000","2,140,000"
19,2002,"90,000 to 99,999",Kings,640,583,637,820,"60,662,000","2,091,000"
20,2002,"100,000 to 149,999",Kings,1234,1156,1228,1536,"144,823,000","6,218,000"
21,2002,"150,000 to 199,999",Kings,229,201,228,248,"38,635,000","2,179,000"
22,2002,"200,000 to 299,999",Kings,103,87,102,101,"24,434,000","1,567,000"
23,2002,"300,000 to 399,999",Kings,47,43,46,43,"16,079,000","1,106,000"
24,2002,"400,000 to 499,999",Kings,25,21,25,33,"11,046,000","863,000"
25,2002,"500,000 to 999,999",Kings,29,25,28,26,"20,075,000","1,570,000"
26,2002,"1,000,000 and over",Kings,12,11,,10,"19,609,000","1,405,000"
1,2002,Zero and Deficit,Lake,265,99,,56,"-3,441,000",0
2,2002,"1 to 2,999",Lake,875,115,37,213,"1,263,000","1,000"
3,2002,"3,000 to 5,999",Lake,1117,165,221,331,"5,096,000","4,000"
4,2002,"6,000 to 8,999",Lake,1274,209,160,434,"9,569,000","7,000"
5,2002,"9,000 to 11,999",Lake,1282,267,278,530,"13,471,000","10,000"
6,2002,"12,000 to 14,999",Lake,1349,351,468,636,"18,251,000","28,000"
7,2002,"15,000 to 17,999",Lake,1358,416,610,688,"22,384,000","58,000"
8,2002,"18,000 to 20,999",Lake,1272,432,586,711,"24,794,000","103,000"
9,2002,"21,000 to 23,999",Lake,1152,409,546,723,"25,913,000","134,000"
10,2002,"24,000 to 26,999",Lake,1044,431,523,654,"26,567,000","176,000"
11,2002,"27,000 to 29,999",Lake,911,382,537,556,"25,879,000","217,000"
12,2002,"30,000 to 34,999",Lake,1279,637,870,852,"41,464,000","422,000"
13,2002,"35,000 to 39,999",Lake,1124,636,848,754,"42,112,000","507,000"
14,2002,"40,000 to 49,999",Lake,1849,1155,1578,1446,"82,814,000","1,278,000"
15,2002,"50,000 to 59,999",Lake,1259,898,1193,1069,"68,931,000","1,327,000"
16,2002,"60,000 to 69,999",Lake,1029,813,1013,965,"66,727,000","1,588,000"
17,2002,"70,000 to 79,999",Lake,718,593,714,645,"53,688,000","1,553,000"
18,2002,"80,000 to 89,999",Lake,541,464,539,456,"45,868,000","1,457,000"
19,2002,"90,000 to 99,999",Lake,406,359,406,378,"38,589,000","1,448,000"
20,2002,"100,000 to 149,999",Lake,676,619,676,607,"78,976,000","3,549,000"
21,2002,"150,000 to 199,999",Lake,161,137,161,138,"27,205,000","1,612,000"
22,2002,"200,000 to 299,999",Lake,92,74,91,59,"21,845,000","1,455,000"
23,2002,"300,000 to 399,999",Lake,32,28,31,18,"10,889,000","697,000"
24,2002,"400,000 to 499,999",Lake,,,,,"4,014,000","261,000"
25,2002,"500,000 to 999,999",Lake,18,14,18,12,"11,664,000","939,000"
26,2002,"1,000,000 and over",Lake,,,,,"7,082,000","508,000"
1,2002,Zero and Deficit,Lassen,104,54,,44,"-1,654,000","2,000"
2,2002,"1 to 2,999",Lassen,392,56,20,105,"604,000",0
3,2002,"3,000 to 5,999",Lassen,453,54,135,153,"1,986,000","2,000"
4,2002,"6,000 to 8,999",Lassen,512,81,99,231,"3,849,000","5,000"
5,2002,"9,000 to 11,999",Lassen,418,87,117,191,"4,357,000","6,000"
6,2002,"12,000 to 14,999",Lassen,483,106,198,245,"6,499,000","13,000"
7,2002,"15,000 to 17,999",Lassen,490,148,226,273,"8,092,000","27,000"
8,2002,"18,000 to 20,999",Lassen,438,149,195,228,"8,509,000","35,000"
9,2002,"21,000 to 23,999",Lassen,391,144,191,210,"8,814,000","50,000"
10,2002,"24,000 to 26,999",Lassen,385,145,206,258,"9,840,000","67,000"
11,2002,"27,000 to 29,999",Lassen,366,189,215,263,"10,432,000","81,000"
12,2002,"30,000 to 34,999",Lassen,572,272,392,365,"18,507,000","201,000"
13,2002,"35,000 to 39,999",Lassen,522,289,405,374,"19,591,000","252,000"
14,2002,"40,000 to 49,999",Lassen,944,604,828,751,"42,464,000","654,000"
15,2002,"50,000 to 59,999",Lassen,829,601,785,836,"45,718,000","898,000"
16,2002,"60,000 to 69,999",Lassen,727,609,715,803,"47,051,000","1,068,000"
17,2002,"70,000 to 79,999",Lassen,473,427,470,574,"35,267,000","916,000"
18,2002,"80,000 to 89,999",Lassen,394,367,393,440,"33,267,000","1,033,000"
19,2002,"90,000 to 99,999",Lassen,260,242,259,287,"24,543,000","884,000"
20,2002,"100,000 to 149,999",Lassen,449,426,447,429,"52,385,000","2,330,000"
21,2002,"150,000 to 199,999",Lassen,63,56,63,54,"10,660,000","598,000"
22,2002,"200,000 to 299,999",Lassen,38,30,38,24,"8,868,000","580,000"
23,2002,"300,000 to 399,999",Lassen,,,,11,"2,368,000","181,000"
24,2002,"400,000 to 499,999",Lassen,,,,,"497,000","42,000"
25,2002,"500,000 to 999,999",Lassen,,,,,"3,111,000","266,000"
26,2002,"1,000,000 and over",Lassen,,,,,0,0
1,2002,Zero and Deficit,Los Angeles,41551,8977,652,9832,"-1,479,254,000","522,000"
2,2002,"1 to 2,999",Los Angeles,147397,12954,10305,29881,"219,712,000","206,000"
3,2002,"3,000 to 5,999",Los Angeles,183389,17825,42768,58757,"832,191,000","875,000"
4,2002,"6,000 to 8,999",Los Angeles,216335,26725,27688,108393,"1,625,960,000","1,371,000"
5,2002,"9,000 to 11,999",Los Angeles,223180,36754,46338,159277,"2,343,492,000","2,155,000"
6,2002,"12,000 to 14,999",Los Angeles,231122,44626,77557,179371,"3,124,080,000","4,747,000"
7,2002,"15,000 to 17,999",Los Angeles,222523,49118,85797,184720,"3,666,366,000","8,652,000"
8,2002,"18,000 to 20,999",Los Angeles,205864,51017,82107,182423,"4,008,503,000","14,965,000"
9,2002,"21,000 to 23,999",Los Angeles,186399,51207,78919,172093,"4,188,476,000","20,734,000"
10,2002,"24,000 to 26,999",Los Angeles,167963,49827,75247,157319,"4,277,609,000","26,615,000"
11,2002,"27,000 to 29,999",Los Angeles,152322,47638,77580,142330,"4,336,886,000","34,719,000"
12,2002,"30,000 to 34,999",Los Angeles,225133,73725,130354,205670,"7,300,654,000","74,999,000"
13,2002,"35,000 to 39,999",Los Angeles,191069,68165,130375,172539,"7,150,208,000","94,035,000"
14,2002,"40,000 to 49,999",Los Angeles,297828,121002,236763,273190,"13,315,421,000","224,654,000"
15,2002,"50,000 to 59,999",Los Angeles,211825,101773,190402,196103,"11,596,884,000","251,636,000"
16,2002,"60,000 to 69,999",Los Angeles,158295,87044,150810,149580,"10,250,856,000","264,959,000"
17,2002,"70,000 to 79,999",Los Angeles,119872,74223,116837,115971,"8,962,390,000","261,130,000"
18,2002,"80,000 to 89,999",Los Angeles,90981,61858,89539,91476,"7,714,637,000","246,790,000"
19,2002,"90,000 to 99,999",Los Angeles,69820,50337,69076,70523,"6,617,991,000","233,491,000"
20,2002,"100,000 to 149,999",Los Angeles,176338,136631,175057,180254,"21,195,173,000","912,371,000"
21,2002,"150,000 to 199,999",Los Angeles,61008,48658,60670,60297,"10,441,438,000","559,775,000"
22,2002,"200,000 to 299,999",Los Angeles,42826,34037,42540,41862,"10,292,842,000","633,007,000"
23,2002,"300,000 to 399,999",Los Angeles,16128,12700,16020,15400,"5,545,463,000","382,780,000"
24,2002,"400,000 to 499,999",Los Angeles,8157,6410,8085,8005,"3,629,094,000","263,649,000"
25,2002,"500,000 to 999,999",Los Angeles,13323,10611,13215,13141,"9,055,393,000","694,203,000"
26,2002,"1,000,000 and over",Los Angeles,8138,6223,8042,8061,"25,236,742,000","2,019,083,000"
1,2002,Zero and Deficit,Madera,523,250,,200,"-19,951,000","3,000"
2,2002,"1 to 2,999",Madera,1586,235,64,586,"2,475,000",0
3,2002,"3,000 to 5,999",Madera,2455,311,589,1350,"11,183,000","10,000"
4,2002,"6,000 to 8,999",Madera,2799,474,417,1968,"20,958,000","18,000"
5,2002,"9,000 to 11,999",Madera,2809,636,652,2356,"29,436,000","28,000"
6,2002,"12,000 to 14,999",Madera,2740,751,860,2504,"36,975,000","58,000"
7,2002,"15,000 to 17,999",Madera,2554,819,888,2349,"42,037,000","96,000"
8,2002,"18,000 to 20,999",Madera,2374,879,791,2391,"46,201,000","145,000"
9,2002,"21,000 to 23,999",Madera,1984,794,740,2074,"44,520,000","186,000"
10,2002,"24,000 to 26,999",Madera,1873,863,732,2017,"47,656,000","238,000"
11,2002,"27,000 to 29,999",Madera,1680,857,804,1679,"47,884,000","304,000"
12,2002,"30,000 to 34,999",Madera,2393,1307,1353,2447,"77,730,000","607,000"
13,2002,"35,000 to 39,999",Madera,2065,1247,1334,2216,"77,281,000","745,000"
14,2002,"40,000 to 49,999",Madera,3230,2183,2586,3510,"144,469,000","1,812,000"
15,2002,"50,000 to 59,999",Madera,2509,1888,2343,2658,"137,581,000","2,455,000"
16,2002,"60,000 to 69,999",Madera,1931,1593,1895,2138,"125,068,000","2,770,000"
17,2002,"70,000 to 79,999",Madera,1436,1263,1419,1596,"107,265,000","2,811,000"
18,2002,"80,000 to 89,999",Madera,1024,914,1013,1170,"86,665,000","2,686,000"
19,2002,"90,000 to 99,999",Madera,681,626,676,727,"64,479,000","2,270,000"
20,2002,"100,000 to 149,999",Madera,1409,1317,1406,1479,"166,476,000","7,391,000"
21,2002,"150,000 to 199,999",Madera,305,280,303,296,"51,807,000","2,950,000"
22,2002,"200,000 to 299,999",Madera,163,143,162,137,"37,992,000","2,499,000"
23,2002,"300,000 to 399,999",Madera,60,53,60,34,"20,365,000","1,518,000"
24,2002,"400,000 to 499,999",Madera,29,22,28,,"12,769,000","934,000"
25,2002,"500,000 to 999,999",Madera,45,41,41,50,"29,529,000","2,158,000"
26,2002,"1,000,000 and over",Madera,19,13,,,"31,873,000","2,772,000"
1,2002,Zero and Deficit,Marin,3136,526,39,681,"-124,922,000","8,000"
2,2002,"1 to 2,999",Marin,5646,236,1018,335,"7,462,000","19,000"
3,2002,"3,000 to 5,999",Marin,4520,286,1691,448,"20,080,000","65,000"
4,2002,"6,000 to 8,999",Marin,4204,369,824,629,"31,501,000","66,000"
5,2002,"9,000 to 11,999",Marin,3850,414,1058,877,"40,352,000","63,000"
6,2002,"12,000 to 14,999",Marin,3953,528,1812,924,"53,318,000","125,000"
7,2002,"15,000 to 17,999",Marin,3888,653,2214,1078,"64,144,000","232,000"
8,2002,"18,000 to 20,999",Marin,3715,700,2189,1240,"72,390,000","414,000"
9,2002,"21,000 to 23,999",Marin,3645,722,2260,1239,"81,972,000","633,000"
10,2002,"24,000 to 26,999",Marin,3528,815,2235,1261,"89,879,000","850,000"
11,2002,"27,000 to 29,999",Marin,3354,809,2287,1299,"95,560,000","1,143,000"
12,2002,"30,000 to 34,999",Marin,5435,1394,4077,1998,"176,443,000","2,618,000"
13,2002,"35,000 to 39,999",Marin,5069,1417,4110,1931,"189,892,000","3,563,000"
14,2002,"40,000 to 49,999",Marin,8919,2825,7791,3454,"399,810,000","9,215,000"
15,2002,"50,000 to 59,999",Marin,7319,2761,6747,3020,"401,255,000","11,191,000"
16,2002,"60,000 to 69,999",Marin,6035,2754,5719,2795,"391,141,000","12,021,000"
17,2002,"70,000 to 79,999",Marin,4904,2580,4702,2675,"367,250,000","12,307,000"
18,2002,"80,000 to 89,999",Marin,4155,2425,4034,2537,"352,794,000","12,490,000"
19,2002,"90,000 to 99,999",Marin,3558,2339,3493,2407,"337,645,000","12,615,000"
20,2002,"100,000 to 149,999",Marin,11009,8019,10870,8547,"1,339,576,000","58,941,000"
21,2002,"150,000 to 199,999",Marin,5549,4381,5507,5031,"954,900,000","50,496,000"
22,2002,"200,000 to 299,999",Marin,4807,3978,4782,4786,"1,162,470,000","70,932,000"
23,2002,"300,000 to 399,999",Marin,1937,1648,1927,2060,"665,902,000","45,651,000"
24,2002,"400,000 to 499,999",Marin,1040,892,1035,1098,"463,328,000","33,567,000"
25,2002,"500,000 to 999,999",Marin,1593,1316,1576,1791,"1,075,287,000","82,142,000"
26,2002,"1,000,000 and over",Marin,967,802,964,1064,"2,529,036,000","212,024,000"
1,2002,Zero and Deficit,Mariposa,88,40,,14,"-929,000",0
2,2002,"1 to 2,999",Mariposa,290,43,12,44,"409,000",0
3,2002,"3,000 to 5,999",Mariposa,324,43,97,81,"1,437,000","1,000"
4,2002,"6,000 to 8,999",Mariposa,346,54,34,124,"2,626,000","1,000"
5,2002,"9,000 to 11,999",Mariposa,339,80,80,95,"3,557,000","3,000"
6,2002,"12,000 to 14,999",Mariposa,391,100,176,143,"5,278,000","10,000"
7,2002,"15,000 to 17,999",Mariposa,425,127,221,156,"7,026,000","22,000"
8,2002,"18,000 to 20,999",Mariposa,354,111,197,122,"6,878,000","37,000"
9,2002,"21,000 to 23,999",Mariposa,339,140,187,142,"7,634,000","53,000"
10,2002,"24,000 to 26,999",Mariposa,330,122,202,152,"8,405,000","73,000"
11,2002,"27,000 to 29,999",Mariposa,285,123,192,151,"8,129,000","81,000"
12,2002,"30,000 to 34,999",Mariposa,382,196,279,202,"12,422,000","140,000"
13,2002,"35,000 to 39,999",Mariposa,393,240,311,225,"14,765,000","184,000"
14,2002,"40,000 to 49,999",Mariposa,583,373,517,387,"26,109,000","433,000"
15,2002,"50,000 to 59,999",Mariposa,445,357,422,391,"24,326,000","435,000"
16,2002,"60,000 to 69,999",Mariposa,314,256,305,290,"20,374,000","498,000"
17,2002,"70,000 to 79,999",Mariposa,263,231,258,251,"19,557,000","523,000"
18,2002,"80,000 to 89,999",Mariposa,156,136,155,156,"13,190,000","427,000"
19,2002,"90,000 to 99,999",Mariposa,114,106,111,124,"10,820,000","385,000"
20,2002,"100,000 to 149,999",Mariposa,223,205,222,189,"26,523,000","1,220,000"
21,2002,"150,000 to 199,999",Mariposa,44,38,42,27,"7,485,000","442,000"
22,2002,"200,000 to 299,999",Mariposa,27,24,27,,"6,349,000","426,000"
23,2002,"300,000 to 399,999",Mariposa,,,,,"1,268,000","99,000"
24,2002,"400,000 to 499,999",Mariposa,,,,,"1,682,000","135,000"
25,2002,"500,000 to 999,999",Mariposa,,,,,"5,803,000","434,000"
26,2002,"1,000,000 and over",Mariposa,,,,,"2,849,000","242,000"
1,2002,Zero and Deficit,Mendocino,500,176,,129,"-11,573,000","2,000"
2,2002,"1 to 2,999",Mendocino,1581,153,134,260,"2,301,000","3,000"
3,2002,"3,000 to 5,999",Mendocino,1897,213,485,503,"8,577,000","9,000"
4,2002,"6,000 to 8,999",Mendocino,2076,274,303,800,"15,576,000","15,000"
5,2002,"9,000 to 11,999",Mendocino,2143,378,527,999,"22,545,000","22,000"
6,2002,"12,000 to 14,999",Mendocino,2124,465,845,1127,"28,644,000","48,000"
7,2002,"15,000 to 17,999",Mendocino,2116,550,956,1314,"34,875,000","94,000"
8,2002,"18,000 to 20,999",Mendocino,1968,548,936,1276,"38,363,000","168,000"
9,2002,"21,000 to 23,999",Mendocino,1878,593,928,1340,"42,181,000","249,000"
10,2002,"24,000 to 26,999",Mendocino,1695,635,846,1249,"43,096,000","297,000"
11,2002,"27,000 to 29,999",Mendocino,1544,616,903,1126,"44,031,000","393,000"
12,2002,"30,000 to 34,999",Mendocino,2223,1028,1423,1696,"72,188,000","741,000"
13,2002,"35,000 to 39,999",Mendocino,1853,984,1372,1372,"69,355,000","853,000"
14,2002,"40,000 to 49,999",Mendocino,2969,1743,2546,2319,"132,954,000","2,144,000"
15,2002,"50,000 to 59,999",Mendocino,2114,1519,2010,1772,"115,806,000","2,294,000"
16,2002,"60,000 to 69,999",Mendocino,1582,1238,1545,1364,"102,377,000","2,511,000"
17,2002,"70,000 to 79,999",Mendocino,1173,996,1166,1062,"87,512,000","2,449,000"
18,2002,"80,000 to 89,999",Mendocino,801,682,793,713,"67,958,000","2,211,000"
19,2002,"90,000 to 99,999",Mendocino,581,508,578,495,"55,140,000","2,036,000"
20,2002,"100,000 to 149,999",Mendocino,1023,880,1015,829,"121,434,000","5,537,000"
21,2002,"150,000 to 199,999",Mendocino,343,273,340,274,"58,934,000","3,458,000"
